,Author Name,Min CoAuthors,max CoAuthors,Average no of CoAuthors,Median CoAuthors
57704,rosa rodríguez-montañés,5,5,5.0,5.0
57705,rosa ruggeri cannata,2,2,2.0,2.0
57706,rosa sancho,3,3,3.0,3.0
57707,rosalee j. gordon,2,2,2.0,2.0
57708,rosalee nerheim-wolfe,4,4,4.0,4.0
57709,rosalie wells,1,1,1.0,1.0
57710,rosalind barden,3,3,3.0,3.0
57711,rosalind ford,2,2,2.0,2.0
57712,rosalind w. picard,2,3,2.6666667,3.0
57713,rosamund sutherland,2,2,2.0,2.0
57714,rosana s. g. lanzelotte,2,6,3.0,2.0
57715,rosann webb collins,2,2,2.0,2.0
57716,rosanna degani,3,3,3.0,3.0
57717,rosanna heise,1,1,1.0,1.0
57718,rosanne g. potter,1,1,1.0,1.0
57719,rosaria conte,2,4,3.0,3.0
57720,rosario aiello,3,3,3.0,3.0
57721,rosario drogo deiacovo,2,2,2.0,2.0
57722,rosario f. salamone,2,2,2.0,2.0
57723,rosario romera,2,2,2.0,2.0
57724,rosario uceda-sosa,2,2,2.0,2.0
57725,rose d. baker,1,1,1.0,1.0
57726,rose dieng,3,3,3.0,3.0
57727,rose f. gamble,3,3,3.0,3.0
57728,rose marie piedra,2,2,2.0,2.0
57729,rose p. tsang,5,5,5.0,5.0
57730,rose paradis,3,3,3.0,3.0
57731,rose sturm,4,4,4.0,4.0
57732,roseli ap. francelin,2,2,2.0,2.0
57733,roseli aparecida francelin romero,1,1,1.0,1.0
57734,roselyne nguyen,4,4,4.0,4.0
57735,rosemarie rheinwald,1,1,1.0,1.0
57736,rosemary a. renaut,2,2,2.0,2.0
57737,rosemary candlin,2,3,2.5,2.5
57738,rosemary garner,3,3,3.0,3.0
57739,rosemary h. wild,2,2,2.0,2.0
57740,rosemary o'malley,1,1,1.0,1.0
57741,rosemary walsh,9,9,9.0,9.0
57742,roshan a. gidwani,2,2,2.0,2.0
57743,roshan k. thomas,2,3,2.3333333,2.0
57744,roshni devi,1,1,1.0,1.0
57745,rosine cicchetti,4,4,4.0,4.0
57746,ross a. overbeek,1,8,3.8333333,3.5
57747,ross a. towle,2,2,2.0,2.0
57748,ross a. w. smith,3,5,4.0,4.0
57749,ross baldick,1,1,1.0,1.0
57750,ross bunker,4,4,4.0,4.0
57751,ross c. hardison,3,3,3.0,3.0
57752,ross c. mcphedran,3,3,3.0,3.0
57753,ross casley,4,4,4.0,4.0
57754,ross d. king,2,4,3.0,3.0
57755,ross d. shachter,1,2,1.8,2.0
57756,ross f. barrett,2,2,2.0,2.0
57757,ross g. mckay,3,3,3.0,3.0
57758,ross hamilton,1,1,1.0,1.0
57759,ross huitt,2,3,2.5,2.5
57760,ross j. anderson,1,1,1.0,1.0
57761,ross jay bettinger,1,1,1.0,1.0
57762,ross kirk,3,4,3.2,3.0
57763,ross liddy,2,2,2.0,2.0
57764,ross mcconnell,5,5,5.0,5.0
57765,ross n. williams,1,1,1.0,1.0
57766,ross paterson,1,3,2.3333333,3.0
57767,ross s. finlayson,3,3,3.0,3.0
57768,ross street,3,3,3.0,3.0
57769,ross t. brady,1,1,1.0,1.0
57770,ross t. whitaker,1,7,4.0,4.0
57771,ross w. callon,1,3,2.3333333,3.0
57772,ross wilkinson,2,6,4.0,4.0
57773,rossana morandi,2,2,2.0,2.0
57774,rossano gaeta,3,3,3.0,3.0
57775,rossano marchesani,3,3,3.0,3.0
57776,rossella brunetti,6,6,6.0,6.0
57777,rossouw von solms,2,3,2.6666667,3.0
57778,rosvelter joão coelho da costa,2,2,2.0,2.0
57779,roswitha keller,2,2,2.0,2.0
57780,roumen g. botev,2,2,2.0,2.0
57781,roumen nikolov,2,2,2.0,2.0
57782,roumen z. zlatev,4,4,4.0,4.0
57783,roxane lacouture,2,2,2.0,2.0
57784,roy a. maxion,2,3,2.5,2.5
57785,roy ackmann,1,1,1.0,1.0
57786,roy batruni,1,1,1.0,1.0
57787,roy booth,3,3,3.0,3.0
57788,roy c. dixon,2,2,2.0,2.0
57789,roy c. schmidt,1,1,1.0,1.0
57790,roy c. snell,2,2,2.0,2.0
57791,roy d. bryant,2,2,2.0,2.0
57792,roy d. cideciyan,2,8,5.0,5.0
57793,roy d. pea,1,1,1.0,1.0
57794,roy d. williams,1,1,1.0,1.0
57795,roy d. yates,4,4,4.0,4.0
57796,roy davies,2,2,2.0,2.0
57797,roy dean,2,2,2.0,2.0
57798,roy dyckhoff,1,1,1.0,1.0
57799,roy e. marsten,2,2,2.0,2.0
57800,roy e. welsch,3,3,3.0,3.0
57801,roy fray,5,5,5.0,5.0
57802,roy friedman,1,4,2.5,2.5
57803,roy g. saltman,1,1,1.0,1.0
57804,roy george,3,3,3.0,3.0
57805,roy h. campbell,2,4,2.625,2.0
57806,roy henderson,1,1,1.0,1.0
57807,roy j. daigle,3,3,3.0,3.0
57808,roy kunkle,3,3,3.0,3.0
57809,roy kuntz,5,5,5.0,5.0
57810,roy l. crole,1,2,1.3333334,1.0
57811,roy l. russo,3,3,3.0,3.0
57812,roy leitch,2,2,2.0,2.0
57813,roy m. anderson,3,3,3.0,3.0
57814,roy m. jenevein,2,4,3.0,3.0
57815,roy m. turner,3,3,3.0,3.0
57816,roy mcconkey,2,2,2.0,2.0
57817,roy mckelvey,3,3,3.0,3.0
57818,roy meshulam,2,6,3.5,3.0
57819,roy ogawa,4,4,4.0,4.0
57820,roy overstreet,2,2,2.0,2.0
57821,roy rada,1,5,2.2352939999999997,2.0
57822,roy rampling,5,5,5.0,5.0
57823,roy s. berns,1,3,2.0,2.0
57824,roy s. freedman,1,2,1.3333334,1.0
57825,roy s. rubinstein,1,1,1.0,1.0
57826,roy scott dunbar,4,4,4.0,4.0
57827,roy t. ing,1,1,1.0,1.0
57828,roy troutman,2,2,2.0,2.0
57829,roy w. dobbins,3,6,4.5,4.5
57830,roy want,5,5,5.0,5.0
57831,roy williams,1,1,1.0,1.0
57832,roya ulrich,2,2,2.0,2.0
57833,rozhan idrus,1,1,1.0,1.0
57834,rozália sz. madarász,2,2,2.0,2.0
57835,rpbert norris,2,2,2.0,2.0
57836,ru-ji wang,2,3,2.5,2.5
57837,ru-qin yu,3,3,3.0,3.0
57838,ru-yeong lin,3,3,3.0,3.0
57839,ruay shiung chang,1,3,2.2,3.0
57840,rubem erichsen jr.,2,2,2.0,2.0
57841,rubin a. parekhji,3,3,3.0,3.0
57842,rubiyah yusof,3,3,3.0,3.0
57843,rubén g. moctezuma,2,2,2.0,2.0
57844,rubén prieto díaz,1,5,2.3333333,1.0
57845,rubén prieto-díaz,1,2,1.5,1.5
57846,ruchir puri,2,2,2.0,2.0
57847,ruddy lelouche,2,2,2.0,2.0
57848,rudi c. vankemmel,4,4,4.0,4.0
57849,rudi cartuyvels,2,4,3.0,3.0
57850,rudi deklerck,3,3,3.0,3.0
57851,rudi hendel,1,1,1.0,1.0
57852,rudi hunze,1,1,1.0,1.0
57853,rudi j. stans,2,2,2.0,2.0
57854,rudi lutz,1,1,1.0,1.0
57855,rudi stans,6,6,6.0,6.0
57856,rudi studer,3,5,3.5,3.0
57857,rudi verbeeck,5,7,5.6666665,5.0
57858,rudi vernik,3,3,3.0,3.0
57859,rudi w. de lange,3,3,3.0,3.0
57860,rudolf ahlswede,1,3,2.0,2.0
57861,rudolf andersen,2,3,2.5,2.5
57862,rudolf anner,1,1,1.0,1.0
57863,rudolf bayer,1,2,1.3333334,1.0
57864,rudolf beran,1,1,1.0,1.0
57865,rudolf berghammer,1,4,2.4285715,2.0
57866,rudolf berrendorf,2,7,4.5,4.5
57867,rudolf borges,1,1,1.0,1.0
57868,rudolf donig,4,4,4.0,4.0
57869,rudolf drieschner,1,1,1.0,1.0
57870,rudolf eigenmann,1,26,8.0,5.0
57871,rudolf felix,1,2,1.5,1.5
57872,rudolf fiby,4,4,4.0,4.0
57873,rudolf fleischer,1,3,1.4,1.0
57874,rudolf freund,1,3,2.0,2.0
57875,rudolf gayde,1,1,1.0,1.0
57876,rudolf grausam,1,1,1.0,1.0
57877,rudolf h. riedi,1,1,1.0,1.0
57878,rudolf haggenmüller,4,4,4.0,4.0
57879,rudolf halin,1,1,1.0,1.0
57880,rudolf hambusch,3,3,3.0,3.0
57881,rudolf herzig,3,6,5.0,5.5
57882,rudolf huber,2,2,2.0,2.0
57883,rudolf k. keller,3,7,4.6666665,4.0
57884,rudolf knorr,1,1,1.0,1.0
57885,rudolf kruse,1,34,4.7692309999999996,3.0
57886,rudolf kulhavý,1,1,1.0,1.0
57887,rudolf l. voller,2,2,2.0,2.0
57888,rudolf lahoda,7,7,7.0,7.0
57889,rudolf lauber,1,3,2.0,2.0
57890,rudolf lidl,1,2,1.5,1.5
57891,rudolf liedl,1,1,1.0,1.0
57892,rudolf mathar,2,2,2.0,2.0
57893,rudolf mathon,3,4,3.5,3.5
57894,rudolf mester,3,3,3.0,3.0
57895,rudolf mittelmann,1,1,1.0,1.0
57896,rudolf müller,1,2,1.5,1.5
57897,rudolf p. herterich,1,1,1.0,1.0
57898,rudolf peschke,14,14,14.0,14.0
57899,rudolf rabenstein,1,1,1.0,1.0
57900,rudolf ruland,6,6,6.0,6.0
57901,rudolf schnitzer,3,3,3.0,3.0
57902,rudolf seising,3,3,3.0,3.0
57903,rudolf thierbach,2,2,2.0,2.0
57904,rudolf thurmayr,2,2,2.0,2.0
57905,rudolf vetschera,1,1,1.0,1.0
57906,rudolf wille,1,2,1.6666666,2.0
57907,rudolf winter,3,3,3.0,3.0
57908,rudolf x. meyer,1,1,1.0,1.0
57909,rudolph a. krutar,4,4,4.0,4.0
57910,rudolph e. burger,1,1,1.0,1.0
57911,rudolph e. seviora,1,3,1.6666666,1.0
57912,rudolph köber,2,2,2.0,2.0
57913,rudolph p. darken,2,5,3.5,3.5
57914,rudolph sock,2,2,2.0,2.0
57915,rudy garcia,1,1,1.0,1.0
57916,rudy hirschheim,2,3,2.25,2.0
57917,rudy lauber,25,25,25.0,25.0
57918,rudy lauwereins,3,4,3.5,3.5
57919,rudy moddemeijer,1,1,1.0,1.0
57920,ruei-chuan chang,2,3,2.142857,2.0
57921,ruen-rone lee,2,2,2.0,2.0
57922,ruey-der lou,2,2,2.0,2.0
57923,ruey-feng chang,2,3,2.3333333,2.0
57924,ruey-juin chang,2,2,2.0,2.0
57925,ruey-pyng lu,2,2,2.0,2.0
57926,ruey-wen liu,2,3,2.25,2.0
57927,ruey-zone huang,7,7,7.0,7.0
57928,ruggero ferro,2,2,2.0,2.0
57929,ruggero frezza,4,4,4.0,4.0
57930,ruggero milanese,3,3,3.0,3.0
57931,ruggero reggiannini,2,2,2.0,2.0
57932,rui araújo,4,4,4.0,4.0
57933,rui boucho,4,4,4.0,4.0
57934,rui camacho,3,3,3.0,3.0
57935,rui fausto,2,2,2.0,2.0
57936,rui j. p. de figueiredo,1,2,1.8333334,2.0
57937,rui j. p. defigueiredo,2,2,2.0,2.0
57938,rui m. s. ralha,1,1,1.0,1.0
57939,rui pedro casteleiro,3,3,3.0,3.0
57940,rui seara,3,3,3.0,3.0
57941,rui wang,4,4,4.0,4.0
57942,rui zhang,3,3,3.0,3.0
57943,rui zhao 0008,1,1,1.0,1.0
57944,ruihua ma,3,3,3.0,3.0
57945,ruikang yang,5,5,5.0,5.0
57946,ruiming chen,4,4,4.0,4.0
57947,rulph chassaing,3,3,3.0,3.0
57948,rumen andonov,2,2,2.0,2.0
57949,rumen andreev,2,2,2.0,2.0
57950,rumen sainov,3,3,3.0,3.0
57951,rumen stainov,1,3,1.5,1.0
57952,rumen z. zlatev,3,3,3.0,3.0
57953,rumi m. dubash,2,3,2.5,2.5
57954,rumi zahir,1,2,1.5,1.5
57955,run pei,3,3,3.0,3.0
57956,rune espelid,2,2,2.0,2.0
57957,rune thyselius,3,3,3.0,3.0
57958,rung-bin lin,3,3,3.0,3.0
57959,rung-chiung yang,17,17,17.0,17.0
57960,rungtai lin,1,1,1.0,1.0
57961,runping qi,2,3,2.5,2.5
57962,ruo zhang,3,3,3.0,3.0
57963,ruo-ping mo,4,4,4.0,4.0
57964,ruofei sun,8,8,8.0,8.0
57965,rupert c. nieberle,1,1,1.0,1.0
57966,rupert de wachter,2,5,3.0,2.0
57967,rupert klein,2,2,2.0,2.0
57968,rupert pfeiffer,5,5,5.0,5.0
57969,rupert ruopeng zhu,1,1,1.0,1.0
57970,rupert röder,1,1,1.0,1.0
57971,rupert w. curwen,3,3,3.0,3.0
57972,rupika delgoda,2,2,2.0,2.0
57973,ruppert a. downing,19,19,19.0,19.0
57974,ruprecht niepold,4,4,4.0,4.0
57975,ruqian lu,1,1,1.0,1.0
57976,rush d. robinett iii,2,2,2.0,2.0
57977,rusins freivalds,1,3,2.3636362999999996,3.0
57978,ruslan p. bogatyrev,3,3,3.0,3.0
57979,ruslan raytchev,1,1,1.0,1.0
57980,russ b. altman,1,1,1.0,1.0
57981,russ edwards,5,5,5.0,5.0
57982,russ hobby,5,5,5.0,5.0
57983,russ l. holt,2,11,6.5,6.5
57984,russ mason,6,6,6.0,6.0
57985,russ miller,2,6,3.5,3.5
57986,russ richards,3,3,3.0,3.0
57987,russ wright,2,2,2.0,2.0
57988,russel e. hodges,3,3,3.0,3.0
57989,russel j. higgs,2,2,2.0,2.0
57990,russel l. winder,3,10,5.3333335,3.0
57991,russel schaffer,2,2,2.0,2.0
57992,russel w. jennings,4,4,4.0,4.0
57993,russell a. rogers,4,4,4.0,4.0
57994,russell a. rushmeier,2,2,2.0,2.0
57995,russell c. eberhart,3,6,4.5,4.5
57996,russell c. h. cheng,1,3,2.0,2.0
57997,russell c. hardie,2,2,2.0,2.0
57998,russell c. kick,2,8,5.0,5.0
57999,russell c. viner,6,6,6.0,6.0
58000,russell carter,1,1,1.0,1.0
58001,russell d. brown,2,2,2.0,2.0
58002,russell e. muzzolini,3,3,3.0,3.0
58003,russell greiner,1,2,1.75,2.0
58004,russell h. taylor,2,11,6.5,6.5
58005,russell housley,1,1,1.0,1.0
58006,russell impagliazzo,2,6,3.5714285000000006,3.0
58007,russell j. abbott,1,1,1.0,1.0
58008,russell j. bacquet,4,4,4.0,4.0
58009,russell j. bradford,2,3,2.5,2.5
58010,russell j. clark,3,3,3.0,3.0
58011,russell j. niederjohn,2,2,2.0,2.0
58012,russell j. wagner,2,2,2.0,2.0
58013,russell j. yount,3,3,3.0,3.0
58014,russell james collingham,2,3,2.5,2.5
58015,russell kao,2,2,2.0,2.0
58016,russell l. mallet,1,1,1.0,1.0
58017,russell l. shackelford,2,2,2.0,2.0
58018,russell m. mersereau,2,4,3.0,3.0
58019,russell m. taylor ii,7,7,7.0,7.0
58020,russell mardon,2,2,2.0,2.0
58021,russell merris,2,2,2.0,2.0
58022,russell n. owen,3,3,3.0,3.0
58023,russell ovans,2,2,2.0,2.0
58024,russell r. barton,2,2,2.0,2.0
58025,russell reed,1,1,1.0,1.0
58026,russell s. vaught,1,1,1.0,1.0
58027,russell sasnett,2,4,3.3333333,4.0
58028,russell spears,2,2,2.0,2.0
58029,russell stone,3,3,3.0,3.0
58030,russell tessier,14,14,14.0,14.0
58031,russell tincher,2,2,2.0,2.0
58032,russell turner,3,3,3.0,3.0
58033,russell turpin,1,1,1.0,1.0
58034,russell w. anderson,2,2,2.0,2.0
58035,russell w. quong,2,5,3.5,3.5
58036,russil wvong,1,1,1.0,1.0
58037,rutger f. h. hofman,10,10,10.0,10.0
58038,rutger verbeek,2,2,2.0,2.0
58039,ruth aylett,3,3,3.0,3.0
58040,ruth bartels,1,1,1.0,1.0
58041,ruth breu,2,2,2.0,2.0
58042,ruth c. king,3,3,3.0,3.0
58043,ruth davies,2,2,2.0,2.0
58044,ruth de bliek,3,3,3.0,3.0
58045,ruth e. dayhoff,4,4,4.0,4.0
58046,ruth e. lang,3,6,4.0,3.5
58047,ruth grünfelder,1,1,1.0,1.0
58048,ruth h. ravenel,2,2,2.0,2.0
58049,ruth haas,3,3,3.0,3.0
58050,ruth kearns,4,4,4.0,4.0
58051,ruth m. davies,3,3,3.0,3.0
58052,ruth marzi,1,2,1.5,1.5
58053,ruth moulton,2,2,2.0,2.0
58054,ruth murbach,2,2,2.0,2.0
58055,ruth nussinov,1,4,2.0,1.0
58056,ruth onn,3,3,3.0,3.0
58057,ruth pordes,5,5,5.0,5.0
58058,ruth r. perlin,1,1,1.0,1.0
58059,ruth roberts,1,1,1.0,1.0
58060,ruth rosenholtz,2,2,2.0,2.0
58061,ruth scheel,3,3,3.0,3.0
58062,ruth schorr,1,2,1.3333334,1.0
58063,ruth v. heidel,2,2,2.0,2.0
58064,ruth v. small,2,3,2.5,2.5
58065,ruth wüst,1,2,1.5,1.5
58066,ruud g. van vliet,2,2,2.0,2.0
58067,ruud j. p. schrama,2,2,2.0,2.0
58068,ruud ketelaar,2,2,2.0,2.0
58069,ruud m. bolle,2,2,2.0,2.0
58070,ruud pellikaan,3,3,3.0,3.0
58071,ruud van burgel,2,2,2.0,2.0
58072,ruud van damme,1,2,1.5,1.5
58073,ruurd de vries,4,4,4.0,4.0
58074,ruurd kuiper,3,3,3.0,3.0
58075,ruurd m. wiegers,3,3,3.0,3.0
58076,ruven e. brooks,1,1,1.0,1.0
58077,ruxandra scheiterer,2,4,3.0,3.0
58078,ruy j. g. b. de queiroz,2,2,2.0,2.0
58079,ruy luiz milidiú,2,2,2.0,2.0
58080,ruzena bajcsy,1,24,3.9230769,2.0
58081,rvszard frankiewicz,3,3,3.0,3.0
58082,rwo-hsi wang,4,4,4.0,4.0
58083,ryan e. grant,1,1,1.0,1.0
58084,ryan hayward,2,2,2.0,2.0
58085,ryan manepally,2,2,2.0,2.0
58086,ryan s. borgstrom,2,2,2.0,2.0
58087,ryan stansifer,1,4,2.4,2.0
58088,rye senjen,2,2,2.0,2.0
58089,rymantas kazys,5,5,5.0,5.0
58090,ryo furukawa,3,3,3.0,3.0
58091,ryo kurazume,3,3,3.0,3.0
58092,ryo ochitani,3,3,3.0,3.0
58093,ryo sato,1,1,1.0,1.0
58094,ryo yoshida,4,4,4.0,4.0
58095,ryoh fuji-hara,2,2,2.0,2.0
58096,ryohei nakano,2,3,2.25,2.0
58097,ryoichi hashimoto,2,4,3.0,3.0
58098,ryoichi nakayama,6,7,6.5,6.5
58099,ryoichi saiki,6,6,6.0,6.0
58100,ryoji amemiya,4,4,4.0,4.0
58101,ryoji haruki,3,3,3.0,3.0
58102,ryoji kodama,3,3,3.0,3.0
58103,ryoji suzuki,4,4,4.0,4.0
58104,ryosaku shimada,3,3,3.0,3.0
58105,ryosuke fujioka,3,3,3.0,3.0
58106,ryosuke hosaka,1,3,2.0,2.0
58107,ryosuke hotaka,2,2,2.0,2.0
58108,ryosuke isotani,2,2,2.0,2.0
58109,ryosuke masuda,2,2,2.0,2.0
58110,ryotaro kamimura,1,1,1.0,1.0
58111,ryousuke fujiki,3,3,3.0,3.0
58112,ryouzou kanehara,4,4,4.0,4.0
58113,ryozo katoh,2,4,2.6666667,2.0
58114,ryozo kishimoto,2,3,2.3333333,2.0
58115,ryszard gubrynowicz,2,2,2.0,2.0
58116,ryszard janicki,2,2,2.0,2.0
58117,ryszard kozera,1,1,1.0,1.0
58118,ryszard kubiak,3,3,3.0,3.0
58119,ryszard s. choras,1,1,1.0,1.0
58120,ryszard s. michalski,1,3,2.1,2.0
58121,ryszard stasinski,1,1,1.0,1.0
58122,ryszard urbanski,2,2,2.0,2.0
58123,ryszard wojnecki,2,2,2.0,2.0
58124,ryu hasegawa,1,1,1.0,1.0
58125,ryuei nishii,1,1,1.0,1.0
58126,ryuhzou yokoyama,4,4,4.0,4.0
58127,ryuichi hirabayashi,3,3,3.0,3.0
58128,ryuichi ikematsu,5,5,5.0,5.0
58129,ryuichi matsumoto,4,4,4.0,4.0
58130,ryuichi nakanishi,5,5,5.0,5.0
58131,ryuichi oka,3,6,4.5,4.5
58132,ryuichi watanabe,3,3,3.0,3.0
58133,ryuichi yasuhara,4,4,4.0,4.0
58134,ryuichiro tomita,7,7,7.0,7.0
58135,ryuji iwamoto,2,2,2.0,2.0
58136,ryuji kohno,2,3,2.5,2.5
58137,ryuji kubota,4,4,4.0,4.0
58138,ryuji kudo,5,5,5.0,5.0
58139,ryuji mine,3,3,3.0,3.0
58140,ryujiro muto,10,10,10.0,10.0
58141,ryutaro kawano,4,4,4.0,4.0
58142,ryutaro manabe,3,8,5.5,5.5
58143,ryutaro ohmoto,3,3,3.0,3.0
58144,ryutaro toji,2,2,2.0,2.0
58145,ryutaro yamada,10,10,10.0,10.0
58146,ryutarou ohbuchi,2,2,2.0,2.0
58147,ryuuji matsumoto,9,9,9.0,9.0
58148,ryuzaburo noda,1,1,1.0,1.0
58149,ryuzo hasegawa,2,6,4.0,4.0
58150,ryôichi sasaki,8,8,8.0,8.0
58151,régine andré-obrecht,2,3,2.5,2.5
58152,régine kolinsky,2,3,2.5,2.5
58153,régine le bouquin,3,3,3.0,3.0
58154,régis aubry,3,3,3.0,3.0
58155,régis cardin,3,3,3.0,3.0
58156,régis cridlig,2,2,2.0,2.0
58157,régis curien,1,1,1.0,1.0
58158,régis lengellé,2,2,2.0,2.0
58159,régis leveugle,1,5,2.7142856,3.0
58160,régis minot,3,5,4.0,4.0
58161,régis saint-girons,3,3,3.0,3.0
58162,réjean baribeau,4,4,4.0,4.0
58163,réjean plamondon,2,4,3.142857,4.0
58164,rémi barré,1,1,1.0,1.0
58165,rémi bastide,3,4,3.5,3.5
58166,rémi després,1,1,1.0,1.0
58167,rémi gilleron,1,4,2.75,3.0
58168,rémi monasson,2,2,2.0,2.0
58169,rémi triolet,3,3,3.0,3.0
58170,rémy bulot,2,2,2.0,2.0
58171,rémy evard,1,1,1.0,1.0
58172,rémy mullot,4,4,4.0,4.0
58173,rémy prost,2,2,2.0,2.0
58174,rüdiger bien,3,3,3.0,3.0
58175,rüdiger dillmann,1,3,2.5,3.0
58176,rüdiger esser,2,2,2.0,2.0
58177,rüdiger gandert,2,2,2.0,2.0
58178,rüdiger grimm,2,2,2.0,2.0
58179,rüdiger göbel,2,2,2.0,2.0
58180,rüdiger jakob,5,5,5.0,5.0
58181,rüdiger klar,3,4,3.3333333,3.0
58182,rüdiger klein,1,1,1.0,1.0
58183,rüdiger loos,2,2,2.0,2.0
58184,rüdiger mock-hecker,2,2,2.0,2.0
58185,rüdiger neumann,4,4,4.0,4.0
58186,rüdiger oehlmann,3,3,3.0,3.0
58187,rüdiger r. kummer,1,1,1.0,1.0
58188,rüdiger rackwitz,3,3,3.0,3.0
58189,rüdiger reischuk,1,2,1.8,2.0
58190,rüdiger rudolf,3,3,3.0,3.0
58191,rüdiger schnause,1,1,1.0,1.0
58192,rüdiger schultz,1,2,1.75,2.0
58193,rüdiger seydel,1,1,1.0,1.0
58194,rüdiger siemens,1,1,1.0,1.0
58195,rüdiger valk,1,1,1.0,1.0
58196,rüdiger von der heydt,2,2,2.0,2.0
58197,rüdiger w. brause,1,1,1.0,1.0
58198,rüdiger weiss,3,3,3.0,3.0
58199,rüdiger wirth,1,3,2.0,2.0
58200,s arévalo,4,4,4.0,4.0
58201,s. a. amundson,4,4,4.0,4.0
58202,s. a. atungsiri,3,4,3.6666667,4.0
58203,s. a. c. sanders,2,4,3.0,3.0
58204,s. a. collins,4,4,4.0,4.0
58205,s. a. gutnik,1,1,1.0,1.0
58206,s. a. karoussos,4,4,4.0,4.0
58207,s. a. khaddaj,5,5,5.0,5.0
58208,s. a. khaparde,2,2,2.0,2.0
58209,s. a. law,2,2,2.0,2.0
58210,s. a. leichner,3,3,3.0,3.0
58211,s. a. manesis,1,1,1.0,1.0
58212,s. a. mason,2,2,2.0,2.0
58213,s. a. meguid,1,1,1.0,1.0
58214,s. a. osinga,5,5,5.0,5.0
58215,s. a. rea,4,5,4.3333335,4.0
58216,s. a. rush,3,3,3.0,3.0
58217,s. a. sammons,2,2,2.0,2.0
58218,s. abdennadher,4,4,4.0,4.0
58219,s. abe,6,6,6.0,6.0
58220,s. addison,4,4,4.0,4.0
58221,s. ahmad,2,2,2.0,2.0
58222,s. ajoodani-namini,2,2,2.0,2.0
58223,s. alasdair buchanan,1,2,1.5,1.5
58224,s. alexandres,3,3,3.0,3.0
58225,s. ali,4,4,4.0,4.0
58226,s. alice wu,2,2,2.0,2.0
58227,s. allegra,4,4,4.0,4.0
58228,s. aranake,4,4,4.0,4.0
58229,s. arora,4,4,4.0,4.0
58230,s. arun-kumar,2,2,2.0,2.0
58231,s. arunkumar,2,2,2.0,2.0
58232,s. assoul,2,2,2.0,2.0
58233,s. asur,2,2,2.0,2.0
58234,s. atkins,4,4,4.0,4.0
58235,s. auerbach,4,4,4.0,4.0
58236,s. augustine su,2,2,2.0,2.0
58237,s. ayyadurai,5,5,5.0,5.0
58238,s. b. higgins,3,3,3.0,3.0
58239,s. b. kesler,3,3,3.0,3.0
58240,s. b. park,2,2,2.0,2.0
58241,s. b. pinto,4,4,4.0,4.0
58242,s. b. sherriff,3,3,3.0,3.0
58243,s. b. sperotto,4,5,4.5,4.5
58244,s. b. yang,3,3,3.0,3.0
58245,s. bachmann,12,12,12.0,12.0
58246,s. balasundaram,2,2,2.0,2.0
58247,s. bapat,2,2,2.0,2.0
58248,s. baranov,2,2,2.0,2.0
58249,s. barash,2,2,2.0,2.0
58250,s. barron,4,4,4.0,4.0
58251,s. barry cooper,1,5,3.0,3.0
58252,s. baucke,4,4,4.0,4.0
58253,s. bauin,4,4,4.0,4.0
58254,s. bedi,3,3,3.0,3.0
58255,s. bellantoni,4,4,4.0,4.0
58256,s. benaouicha,3,3,3.0,3.0
58257,s. berglund,40,40,40.0,40.0
58258,s. bernhard,3,3,3.0,3.0
58259,s. bhama,3,3,3.0,3.0
58260,s. bhattacharjee,1,3,2.0,2.0
58261,s. bhattacharya,2,2,2.0,2.0
58262,s. bilgen,4,4,4.0,4.0
58263,s. bing yao,3,3,3.0,3.0
58264,s. bolintineanu,1,1,1.0,1.0
58265,s. bolis,3,4,3.5,3.5
58266,s. bornerand,3,3,3.0,3.0
58267,s. bouffouix,2,2,2.0,2.0
58268,s. breit,4,4,4.0,4.0
58269,s. brigati,4,40,22.0,22.0
58270,s. brinkkemper,1,1,1.0,1.0
58271,s. briskin,2,2,2.0,2.0
58272,s. brossa,5,5,5.0,5.0
58273,s. brusilovsky,4,4,4.0,4.0
58274,s. buroff,4,4,4.0,4.0
58275,s. c. chan,1,4,2.3333333,2.0
58276,s. c. chang,2,3,2.5,2.5
58277,s. c. de sarkar,4,4,4.0,4.0
58278,s. c. dimitriadis,3,3,3.0,3.0
58279,s. c. dutta roy,2,3,2.5,2.5
58280,s. c. gadre,3,3,3.0,3.0
58281,s. c. gupta,2,2,2.0,2.0
58282,s. c. hand,2,2,2.0,2.0
58283,s. c. hansen,2,2,2.0,2.0
58284,s. c. huang,2,3,2.5,2.5
58285,s. c. j. garth,3,3,3.0,3.0
58286,s. c. lee,2,4,3.0,3.0
58287,s. c. leung,3,3,3.0,3.0
58288,s. c. luby,12,12,12.0,12.0
58289,s. c. martin,4,4,4.0,4.0
58290,s. c. moon,2,2,2.0,2.0
58291,s. c. pomeroy,3,3,3.0,3.0
58292,s. c. prasad,2,6,4.0,4.0
58293,s. c. scoular,3,3,3.0,3.0
58294,s. c. shee,2,3,2.5,2.5
58295,s. cannon,20,20,20.0,20.0
58296,s. cereghini,4,4,4.0,4.0
58297,s. cesaratto,3,3,3.0,3.0
58298,s. chakravarthy,1,1,1.0,1.0
58299,s. chandra,4,4,4.0,4.0
58300,s. chattopadhyay,2,2,2.0,2.0
58301,s. chen,2,4,3.0,3.0
58302,s. chowdhury,2,2,2.0,2.0
58303,s. coiro,6,6,6.0,6.0
58304,s. collette,2,2,2.0,2.0
58305,s. coutinho,3,3,3.0,3.0
